"Video_chamber_5 - Counts for TP, FN: Manual Vs JAABA
"
Tuples overlapping with test tuple,"(18807, 18892)",are:,"[(18833, 18900)]"
Tuples overlapping with test tuple,"(18947, 18993)",are:,"[(18948, 18992)]"
Tuples overlapping with test tuple,"(19408, 19458)",are:,"[(19409, 19458)]"
Tuples overlapping with test tuple,"(19567, 19587)",are:,"[(19570, 19590)]"
Tuples overlapping with test tuple,"(20022, 20040)",are:,"[(20010, 20039)]"
Tuples overlapping with test tuple,"(20463, 20551)",are:,"[(20459, 20535)]"
Tuples overlapping with test tuple,"(20654, 20687)",are:,"[(20646, 20691)]"
Tuples overlapping with test tuple,"(20861, 20965)",are:,"[(20844, 20966)]"
Tuples overlapping with test tuple,"(21061, 21179)",are:,"[(21058, 21183)]"
Tuples overlapping with test tuple,"(21254, 21345)",are:,"[(21254, 21362)]"
Tuples overlapping with test tuple,"(21584, 21651)",are:,"[(21559, 21650)]"
Tuples overlapping with test tuple,"(21778, 22031)",are:,"[(21783, 22032)]"
Tuples overlapping with test tuple,"(22136, 22319)",are:,"[(22136, 22322)]"
Tuples overlapping with test tuple,"(22677, 22864)",are:,"[(22679, 22863)]"
Tuples overlapping with test tuple,"(22930, 23135)",are:,"[(22920, 23121)]"
Tuples overlapping with test tuple,"(23197, 23352)",are:,"[(23186, 23354)]"
Tuples overlapping with test tuple,"(23668, 23791)",are:,"[(23668, 23790)]"
Tuples overlapping with test tuple,"(24171, 24857)",are:,"[(24168, 24855)]"
Tuples overlapping with test tuple,"(25021, 25840)",are:,"[(25022, 25839)]"
Tuples overlapping with test tuple,"(25901, 25936)",are:,"[(25895, 25938)]"
Tuples overlapping with test tuple,"(26035, 26554)",are:,"[(26035, 26556)]"
"Video_chamber_6 - Counts for FP: Manual Vs JAABA
"

Tuples overlapping with test tuple,"(218, 284)",are:,"[(225, 284)]"
Tuples overlapping with test tuple,"(526, 556)",are:,"[(532, 556)]"
Tuples overlapping with test tuple,"(1434, 1506)",are:,"[(1437, 1507)]"
Tuples overlapping with test tuple,"(1757, 1806)",are:,"[(1761, 1803)]"
Tuples overlapping with test tuple,"(1972, 2023)",are:,"[(1969, 2026)]"
Tuples overlapping with test tuple,"(2402, 2454)",are:,"[(2404, 2453)]"
Tuples overlapping with test tuple,"(2966, 3028)",are:,"[(2971, 3046)]"
Tuples overlapping with test tuple,"(3181, 3264)",are:,"[(3179, 3262)]"
Tuples overlapping with test tuple,"(3519, 3908)",are:,"[(3522, 3909)]"
Tuples overlapping with test tuple,"(3993, 4124)",are:,"[(3995, 4131)]"
